GeneID	GO_ID
Sco04g03970.1	33208|Metazoa
Sco05g02910.1	33208|Metazoa
Sco17g06750.1	33208|Metazoa
Sco14g04540.1	33208|Metazoa
Sco05g08530.1	33208|Metazoa
Sco12g14100.1	33208|Metazoa
Sco12g06330.1	33208|Metazoa
Sco19g14840.1	33208|Metazoa
Sco16g05680.1	33208|Metazoa
Sco16g01500.1	33208|Metazoa
Sco01g02520.1	33208|Metazoa
Sco03g08810.1	33208|Metazoa
Sco17g06520.1	33208|Metazoa
Sco04g05310.1	33208|Metazoa
Sco08g05840.1	33208|Metazoa
Sco11g02870.1	33208|Metazoa
Sco18g02860.1	33208|Metazoa
Sco06g08430.1	33208|Metazoa
Sco12g11380.1	33208|Metazoa
Sco10g06920.1	33208|Metazoa
Sco10g07390.1	33208|Metazoa
Sco15g01820.1	33208|Metazoa
Sco15g07220.1	33208|Metazoa
Sco02g07420.1	33208|Metazoa
Sco18g05630.1	33208|Metazoa
Sco06g10450.1	33208|Metazoa
Sco09g04770.1	33208|Metazoa
Sco17g12330.1	33208|Metazoa
Sco17g04880.1	2759|Eukaryota
Sco13g04710.1	33208|Metazoa
Sco10g06720.1	33208|Metazoa
Sco02g08320.1	33208|Metazoa
Sco03g03850.1	33208|Metazoa
Sco12g15570.1	33208|Metazoa
Sco05g04260.1	33208|Metazoa
Sco05g08690.1	33208|Metazoa
Sco09g03990.1	33208|Metazoa
Sco10g00020.1	33208|Metazoa
Sco13g00910.1	33208|Metazoa
Sco17g01020.1	33208|Metazoa
Sco16g12690.1	33208|Metazoa
Sco19g01020.1	33208|Metazoa
Sco17g01050.1	33208|Metazoa
Sco17g12560.1	33208|Metazoa
Sco12g05460.1	33208|Metazoa
Sco18g06870.1	33208|Metazoa
Sco06g01020.1	33208|Metazoa
Sco16g04480.1	33208|Metazoa
Sco01g00370.1	33208|Metazoa
Sco06g04920.1	33208|Metazoa
Sco17g01350.1	33208|Metazoa
Sco19g03060.1	33208|Metazoa
Sco16g05320.1	33208|Metazoa
Sco19g05810.1	33208|Metazoa
Sco17g04450.1	33208|Metazoa
Sco06g05030.1	33208|Metazoa
Sco04g06440.1	33208|Metazoa
Sco08g06410.1	33208|Metazoa
Sco18g00520.1	33208|Metazoa
Sco05g05040.1	33208|Metazoa
Sco17g14430.1	33208|Metazoa
Sco14g06120.1	33208|Metazoa
Sco19g10900.1	33208|Metazoa
Sco13g12660.1	33208|Metazoa
Sco05g06580.1	33208|Metazoa
Sco18g02010.1	33208|Metazoa
Sco11g09480.1	33208|Metazoa
Sco01g07660.1	33208|Metazoa
Sco16g04460.1	33208|Metazoa
Sco17g09930.1	33208|Metazoa
Sco17g03370.1	33208|Metazoa
Sco02g05410.1	33208|Metazoa
Sco15g10770.1	33208|Metazoa
Sco04g08020.1	33208|Metazoa
Sco01g07970.1	33208|Metazoa
Sco17g04340.1	33208|Metazoa
Sco16g01020.1	33208|Metazoa
Sco19g06140.1	4751|Fungi
Sco02g04000.1	976|Bacteroidetes
Sco06g04630.1	33208|Metazoa
Sco03g13240.1	33208|Metazoa
Sco01g02860.1	33208|Metazoa
Sco05g06410.1	33208|Metazoa
Sco01g04950.1	33208|Metazoa
Sco14g08660.1	33208|Metazoa
Sco13g09480.1	2759|Eukaryota
Sco05g05430.1	33208|Metazoa
Sco18g01520.1	33208|Metazoa
Sco13g07570.1	2759|Eukaryota
Sco15g04680.1	33208|Metazoa
Sco05g06070.1	33208|Metazoa
Sco15g10060.1	33208|Metazoa
Sco16g13130.1	33208|Metazoa
Sco01g06990.1	33208|Metazoa
Sco04g01830.1	33208|Metazoa
Sco03g01880.1	33208|Metazoa
Sco10g02180.1	33208|Metazoa
Sco14g11270.1	33208|Metazoa
Sco04g03070.1	33208|Metazoa
Sco04g03880.1	33154|Opisthokonta
Sco05g04690.1	33208|Metazoa
Sco11g08120.1	33208|Metazoa
Sco12g11180.1	33208|Metazoa
Sco11g02790.1	33208|Metazoa
Sco05g04980.1	33208|Metazoa
Sco01g05410.1	33208|Metazoa
Sco14g11690.1	2759|Eukaryota
Sco08g08110.1	2759|Eukaryota
Sco12g05010.1	33208|Metazoa
Sco15g04530.1	33208|Metazoa
Sco15g00690.1	33208|Metazoa
Sco12g10180.1	33208|Metazoa
Sco17g19140.1	33208|Metazoa
Sco05g01920.1	33208|Metazoa
Sco05g12330.1	33208|Metazoa
Sco01g02170.1	33208|Metazoa
Sco07g04000.1	33208|Metazoa
Sco11g05910.1	33208|Metazoa
Sco12g12690.1	33208|Metazoa
Sco14g12120.1	33208|Metazoa
Sco16g08960.1	33208|Metazoa
Sco16g14230.1	33208|Metazoa
Sco14g18170.1	2759|Eukaryota
Sco02g03310.1	33208|Metazoa
Sco04g00620.1	33208|Metazoa
Sco16g04230.1	33208|Metazoa
Sco16g02200.1	33208|Metazoa
Sco15g05780.1	33208|Metazoa
Sco14g17530.1	33208|Metazoa
Sco16g00520.1	33208|Metazoa
Sco12g07410.1	2759|Eukaryota
Sco14g16330.1	33208|Metazoa
Sco09g05100.1	33208|Metazoa
Sco16g00620.1	33208|Metazoa
Sco17g19930.1	33208|Metazoa
Sco06g12880.1	33208|Metazoa
Sco02g03860.1	33208|Metazoa
Sco12g08640.1	33208|Metazoa
Sco07g01180.1	33208|Metazoa
Sco06g09860.1	33208|Metazoa
Sco17g13300.1	33208|Metazoa
Sco16g07170.1	33208|Metazoa
Sco14g13430.1	33208|Metazoa
Sco19g03340.1	33208|Metazoa
Sco03g00480.1	33208|Metazoa
Sco02g04430.1	33208|Metazoa
Sco02g01390.1	33208|Metazoa
Sco08g03870.1	2759|Eukaryota
Sco10g06940.1	33208|Metazoa
Sco02g01620.1	33208|Metazoa
Sco03g04780.1	33154|Opisthokonta
Sco04g06010.1	33208|Metazoa
Sco16g12570.1	33208|Metazoa
Sco17g07720.1	33208|Metazoa
Sco01g04310.1	33208|Metazoa
Sco17g10010.1	33208|Metazoa
Sco17g17490.1	33208|Metazoa
Sco07g05390.1	33208|Metazoa
Sco16g03200.1	33208|Metazoa
Sco04g09890.1	33208|Metazoa
Sco11g02510.1	33208|Metazoa
Sco12g12670.1	33208|Metazoa
Sco15g06990.1	33208|Metazoa
Sco10g01800.1	33208|Metazoa
Sco14g10640.1	33208|Metazoa
Sco14g16600.1	33208|Metazoa
Sco04g00280.1	2759|Eukaryota
Sco06g12490.1	33208|Metazoa
Sco05g05140.1	33208|Metazoa
Sco14g08570.1	33208|Metazoa
Sco13g09020.1	33208|Metazoa
Sco11g00490.1	33208|Metazoa
Sco04g01170.1	33208|Metazoa
Sco10g05550.1	33208|Metazoa
Sco13g02940.1	33208|Metazoa
Sco11g11980.1	33208|Metazoa
Sco02g06230.1	33208|Metazoa
Sco17g05820.1	33208|Metazoa
Sco07g06340.1	33208|Metazoa
Sco16g10430.1	33208|Metazoa
Sco07g06060.1	33208|Metazoa
Sco07g07100.1	33208|Metazoa
Sco17g02410.1	33208|Metazoa
Sco02g01540.1	33208|Metazoa
Sco03g11580.1	33208|Metazoa
Sco10g08700.1	33208|Metazoa
Sco19g03400.1	33208|Metazoa
Sco19g16020.1	33208|Metazoa
Sco03g03440.1	33208|Metazoa
Sco13g08530.1	91061|Bacilli
Sco17g12170.1	33208|Metazoa
Sco12g00530.1	33208|Metazoa
Sco08g05820.1	33208|Metazoa
Sco06g11300.1	33208|Metazoa
Sco05g03600.1	33208|Metazoa
Sco13g12760.1	33208|Metazoa
Sco15g06460.1	33208|Metazoa
Sco14g03840.1	33208|Metazoa
Sco15g08330.1	33208|Metazoa
Sco18g08650.1	33208|Metazoa
Sco03g08200.1	2759|Eukaryota
Sco08g08590.1	33208|Metazoa
Sco11g08160.1	33208|Metazoa
Sco06g00910.1	33154|Opisthokonta
Sco19g07820.1	33208|Metazoa
Sco17g19110.1	33208|Metazoa
Sco10g00550.1	33208|Metazoa
Sco12g07320.1	33208|Metazoa
Sco02g04300.1	33208|Metazoa
Sco01g02230.1	33208|Metazoa
Sco03g01370.1	7029.ACYPI48108-PA|-
Sco13g14340.1	33208|Metazoa
Sco11g03820.1	2759|Eukaryota
Sco04g08760.1	2759|Eukaryota
Sco15g07000.1	33208|Metazoa
Sco19g05240.1	33208|Metazoa
Sco01g09040.1	33208|Metazoa
Sco17g07300.1	33208|Metazoa
Sco16g12550.1	33208|Metazoa
Sco17g10060.1	33208|Metazoa
Sco17g07240.1	2759|Eukaryota
Sco01g04900.1	33208|Metazoa
Sco02g05690.1	33208|Metazoa
Sco08g01960.1	33208|Metazoa
Sco19g15040.1	33208|Metazoa
Sco11g00230.1	33208|Metazoa
Sco19g11690.1	33208|Metazoa
Sco17g19300.1	33208|Metazoa
Sco12g10280.1	33208|Metazoa
Sco06g00710.1	33208|Metazoa
Sco10g06760.1	33208|Metazoa
Sco07g07480.1	33208|Metazoa
Sco15g05720.1	33208|Metazoa
Sco14g03850.1	33208|Metazoa
Sco17g12060.1	33208|Metazoa
Sco11g02670.1	33208|Metazoa
Sco17g00080.1	33208|Metazoa
Sco06g04670.1	33208|Metazoa
Sco07g10610.1	33208|Metazoa
Sco03g05120.1	33208|Metazoa
Sco11g01450.1	33208|Metazoa
Sco08g08790.1	33208|Metazoa
Sco04g06180.1	33208|Metazoa
Sco10g00610.1	33208|Metazoa
Sco06g07100.1	33208|Metazoa
Sco15g03820.1	33208|Metazoa
Sco17g04930.1	33208|Metazoa
Sco14g16370.1	33208|Metazoa
Sco10g01690.1	33208|Metazoa
Sco09g03910.1	33208|Metazoa
Sco04g01600.1	33208|Metazoa
Sco17g01420.1	33208|Metazoa
Sco13g15450.1	33208|Metazoa
Sco04g03310.1	33208|Metazoa
Sco07g08160.1	33208|Metazoa
Sco11g01320.1	33208|Metazoa
Sco10g02690.1	33208|Metazoa
Sco17g20400.1	33208|Metazoa
Sco19g11560.1	33208|Metazoa
Sco17g14790.1	33208|Metazoa
Sco12g07770.1	33208|Metazoa
Sco03g06200.1	33208|Metazoa
Sco03g03460.1	33208|Metazoa
Sco17g09720.1	33208|Metazoa
Sco06g10970.1	33208|Metazoa
Sco17g19710.1	35493|Streptophyta
Sco16g04280.1	33208|Metazoa
Sco10g06510.1	33208|Metazoa
Sco19g05710.1	33208|Metazoa
Sco19g07340.1	33208|Metazoa
Sco09g04190.1	33208|Metazoa
Sco05g02180.1	33208|Metazoa
Sco12g13700.1	33208|Metazoa
Sco08g07340.1	33208|Metazoa
Sco08g01700.1	33208|Metazoa
Sco15g04010.1	33208|Metazoa
Sco08g00080.1	33208|Metazoa
Sco04g06310.1	33208|Metazoa
Sco18g07990.1	33208|Metazoa
Sco19g00680.1	33208|Metazoa
Sco01g05270.1	33208|Metazoa
Sco01g07480.1	33208|Metazoa
Sco15g01900.1	33208|Metazoa
Sco05g01350.1	33208|Metazoa
Sco14g17830.1	33208|Metazoa
Sco12g10420.1	33208|Metazoa
Sco17g11100.1	33208|Metazoa
Sco13g02380.1	33208|Metazoa
Sco07g08400.1	33154|Opisthokonta
Sco13g00310.1	33208|Metazoa
Sco14g07960.1	33208|Metazoa
Sco17g11140.1	33208|Metazoa
Sco18g09340.1	33208|Metazoa
Sco14g04980.1	33208|Metazoa
Sco09g03960.1	33208|Metazoa
Sco16g02510.1	33208|Metazoa
Sco16g09960.1	33208|Metazoa
Sco14g04920.1	33208|Metazoa
Sco03g09270.1	33208|Metazoa
Sco03g05260.1	33208|Metazoa
Sco01g10630.1	33208|Metazoa
Sco06g03840.1	33208|Metazoa
Sco10g08380.1	33208|Metazoa
Sco16g12290.1	33208|Metazoa
Sco03g08820.1	2759|Eukaryota
Sco03g12870.1	33208|Metazoa
Sco12g09080.1	33208|Metazoa
Sco11g08640.1	33208|Metazoa
Sco08g07230.1	33208|Metazoa
Sco16g11760.1	33208|Metazoa
Sco11g10640.1	33208|Metazoa
Sco06g03230.1	33208|Metazoa
Sco08g09700.1	33208|Metazoa
Sco12g08970.1	33208|Metazoa
Sco07g00130.1	33208|Metazoa
Sco09g00310.1	33208|Metazoa
Sco18g08490.1	33208|Metazoa
Sco02g09410.1	33208|Metazoa
Sco06g07110.1	33208|Metazoa
Sco17g19610.1	33208|Metazoa
Sco08g06250.1	33208|Metazoa
Sco19g07590.1	33208|Metazoa
Sco14g16510.1	33208|Metazoa
Sco15g12690.1	33208|Metazoa
Sco17g12580.1	33208|Metazoa
Sco17g02250.1	33208|Metazoa
Sco03g00010.1	33208|Metazoa
Sco17g00780.1	33208|Metazoa
Sco16g12950.1	33208|Metazoa
Sco16g12190.1	33208|Metazoa
Sco01g08100.1	33208|Metazoa
Sco18g09130.1	33208|Metazoa
Sco01g00590.1	33208|Metazoa
Sco19g03920.1	2759|Eukaryota
Sco01g02220.1	33208|Metazoa
Sco08g02370.1	33208|Metazoa
Sco17g06730.1	33208|Metazoa
Sco14g16860.1	33208|Metazoa
Sco16g13530.1	33208|Metazoa
Sco09g02890.1	33208|Metazoa
Sco08g00280.1	2759|Eukaryota
Sco01g07620.1	33208|Metazoa
Sco01g07700.1	33208|Metazoa
Sco07g08080.1	33208|Metazoa
Sco13g12090.1	33208|Metazoa
Sco08g04590.1	33208|Metazoa
Sco15g03700.1	33208|Metazoa
Sco16g06240.1	33208|Metazoa
Sco19g13450.1	33208|Metazoa
Sco17g08090.1	33208|Metazoa
Sco06g08940.1	33208|Metazoa
Sco17g07710.1	33208|Metazoa
Sco02g08660.1	33208|Metazoa
Sco16g11830.1	33208|Metazoa
Sco15g10420.1	33208|Metazoa
Sco04g07030.1	33208|Metazoa
Sco11g05350.1	33208|Metazoa
Sco12g09850.1	33208|Metazoa
Sco04g04810.1	33208|Metazoa
Sco02g04550.1	33208|Metazoa
Sco14g02680.1	33208|Metazoa
Sco07g04010.1	33208|Metazoa
Sco05g00290.1	33208|Metazoa
Sco17g17380.1	33208|Metazoa
Sco03g03210.1	33208|Metazoa
Sco06g04450.1	33208|Metazoa
Sco03g07060.1	33208|Metazoa
Sco14g12550.1	33208|Metazoa
Sco16g10710.1	33208|Metazoa
Sco06g01500.1	33208|Metazoa
Sco09g01290.1	33208|Metazoa
Sco12g15530.1	33208|Metazoa
Sco01g08950.1	33208|Metazoa
Sco19g00790.1	33208|Metazoa
Sco04g08730.1	2759|Eukaryota
Sco05g07880.1	2759|Eukaryota
Sco05g08430.1	33208|Metazoa
Sco18g08390.1	33154|Opisthokonta
Sco14g01980.1	33208|Metazoa
Sco00g00036.1	28211|Alphaproteobacteria
Sco06g09420.1	33208|Metazoa
Sco19g06380.1	33208|Metazoa
Sco06g07890.1	33208|Metazoa
Sco06g02400.1	33208|Metazoa
Sco14g09740.1	33208|Metazoa
Sco11g10440.1	33208|Metazoa
Sco12g04080.1	2759|Eukaryota
Sco15g09850.1	33208|Metazoa
Sco04g01300.1	33208|Metazoa
Sco13g08200.1	33208|Metazoa
Sco17g01760.1	33208|Metazoa
Sco15g11320.1	33208|Metazoa
Sco07g08130.1	33208|Metazoa
Sco15g00280.1	2759|Eukaryota
Sco05g05600.1	33208|Metazoa
Sco10g02900.1	33208|Metazoa
Sco06g01660.1	33208|Metazoa
Sco16g11810.1	33208|Metazoa
Sco03g06120.1	33208|Metazoa
Sco11g11340.1	33208|Metazoa
Sco05g00280.1	33208|Metazoa
Sco10g02380.1	33208|Metazoa
Sco06g06160.1	33208|Metazoa
Sco19g04640.1	33208|Metazoa
Sco12g13120.1	33208|Metazoa
Sco02g00440.1	33154|Opisthokonta
Sco13g10080.1	33208|Metazoa
Sco17g20680.1	33208|Metazoa
Sco15g07840.1	33208|Metazoa
Sco16g13290.1	33208|Metazoa
Sco10g00640.1	33208|Metazoa
Sco19g12240.1	33208|Metazoa
Sco13g16430.1	33208|Metazoa
Sco02g04290.1	33208|Metazoa
Sco05g10360.1	33208|Metazoa
Sco06g04100.1	2759|Eukaryota
Sco14g16850.1	4776|Peronosporales
Sco15g05300.1	33208|Metazoa
Sco12g08450.1	33208|Metazoa
Sco17g08500.1	33208|Metazoa
Sco17g06890.1	33208|Metazoa
Sco16g05920.1	33208|Metazoa
Sco04g00900.1	33208|Metazoa
Sco14g01460.1	33208|Metazoa
Sco19g02540.1	33208|Metazoa
Sco02g09630.1	33208|Metazoa
Sco11g03880.1	33208|Metazoa
Sco19g13160.1	33208|Metazoa
Sco13g09330.1	33208|Metazoa
Sco14g17860.1	33208|Metazoa
Sco17g11720.1	33208|Metazoa
Sco13g00280.1	33208|Metazoa
Sco15g11120.1	33208|Metazoa
Sco14g03960.1	33208|Metazoa
Sco19g14220.1	33208|Metazoa
Sco10g02590.1	33208|Metazoa
Sco07g03300.1	33208|Metazoa
Sco07g08020.1	33208|Metazoa
Sco03g08960.1	33208|Metazoa
Sco19g06670.1	33208|Metazoa
Sco10g03210.1	33208|Metazoa
Sco12g15190.1	33208|Metazoa
Sco17g10380.1	33208|Metazoa
Sco12g12480.1	33208|Metazoa
Sco06g03860.1	33208|Metazoa
Sco02g04640.1	33208|Metazoa
Sco11g12500.1	33208|Metazoa
Sco19g08370.1	33208|Metazoa
Sco15g07400.1	33208|Metazoa
Sco07g02450.1	33208|Metazoa
Sco05g04590.1	33208|Metazoa
Sco03g07280.1	33208|Metazoa
Sco06g11470.1	2759|Eukaryota
Sco08g08370.1	33208|Metazoa
Sco13g15290.1	28889|Crenarchaeota
Sco03g04750.1	33208|Metazoa
Sco06g10150.1	33208|Metazoa
Sco19g13480.1	33208|Metazoa
Sco12g12600.1	33208|Metazoa
Sco14g05010.1	33208|Metazoa
Sco15g12500.1	33208|Metazoa
Sco17g05800.1	33208|Metazoa
Sco15g00580.1	33208|Metazoa
Sco05g07550.1	33208|Metazoa
Sco13g12120.1	33208|Metazoa
Sco19g04080.1	33208|Metazoa
Sco17g05660.1	554915|Amoebozoa
Sco06g11270.1	33208|Metazoa
Sco07g02200.1	33208|Metazoa
Sco17g05170.1	33208|Metazoa
Sco14g05300.1	33208|Metazoa
Sco14g08860.1	33208|Metazoa
Sco18g02020.1	33208|Metazoa
Sco01g03710.1	33208|Metazoa
Sco06g09620.1	33208|Metazoa
Sco15g03750.1	33208|Metazoa
Sco16g11730.1	33208|Metazoa
Sco17g00660.1	33208|Metazoa
Sco07g08310.1	33208|Metazoa
Sco01g02370.1	33208|Metazoa
Sco12g14250.1	33208|Metazoa
Sco19g15160.1	33208|Metazoa
Sco12g04230.1	33208|Metazoa
Sco12g13200.1	33208|Metazoa
Sco11g08750.1	33208|Metazoa
Sco14g13170.1	33208|Metazoa
Sco06g11850.1	33208|Metazoa
Sco16g04530.1	33208|Metazoa
Sco15g01700.1	33208|Metazoa
Sco12g02310.1	33208|Metazoa
Sco17g12200.1	33208|Metazoa
Sco06g10570.1	33208|Metazoa
Sco16g09980.1	33208|Metazoa
Sco14g13160.1	33208|Metazoa
Sco03g06530.1	33208|Metazoa
Sco18g06490.1	33208|Metazoa
Sco03g00690.1	2759|Eukaryota
Sco16g06510.1	33208|Metazoa
Sco01g09760.1	33208|Metazoa
Sco01g09570.1	33208|Metazoa
Sco10g04850.1	33208|Metazoa
Sco17g14180.1	33208|Metazoa
Sco02g04560.1	33208|Metazoa
Sco02g02880.1	33208|Metazoa
Sco08g03510.1	2759|Eukaryota
Sco10g03510.1	976|Bacteroidetes
Sco19g06910.1	33208|Metazoa
Sco17g11930.1	33208|Metazoa
Sco03g09190.1	33208|Metazoa
Sco12g07390.1	28211|Alphaproteobacteria
Sco19g10340.1	33154|Opisthokonta
Sco02g08010.1	33208|Metazoa
Sco04g08230.1	33208|Metazoa
Sco18g04360.1	33208|Metazoa
Sco14g17070.1	33208|Metazoa
Sco04g06380.1	33208|Metazoa
Sco11g03500.1	33208|Metazoa
Sco10g00030.1	33208|Metazoa
Sco13g10690.1	33208|Metazoa
Sco19g13080.1	33208|Metazoa
Sco07g05140.1	33208|Metazoa
Sco06g03220.1	33208|Metazoa
Sco19g16430.1	33208|Metazoa
Sco19g12660.1	33208|Metazoa
Sco11g05980.1	33208|Metazoa
Sco14g04760.1	33208|Metazoa
Sco11g06570.1	33208|Metazoa
Sco14g03280.1	33208|Metazoa
Sco11g08470.1	33154|Opisthokonta
Sco17g14450.1	33208|Metazoa
Sco18g09570.1	33208|Metazoa
Sco16g12730.1	33208|Metazoa
Sco08g03600.1	33208|Metazoa
Sco13g03100.1	33208|Metazoa
Sco14g00910.1	2759|Eukaryota
Sco01g06720.1	201174|Actinobacteria
Sco06g01750.1	33208|Metazoa
Sco13g05760.1	33208|Metazoa
Sco16g01590.1	33208|Metazoa
Sco19g12950.1	33208|Metazoa
Sco14g07720.1	33208|Metazoa
Sco11g05290.1	33208|Metazoa
Sco02g00310.1	33208|Metazoa
Sco01g10260.1	33208|Metazoa
Sco03g10720.1	33208|Metazoa
Sco03g08090.1	33208|Metazoa
Sco02g01630.1	33208|Metazoa
Sco15g11980.1	33208|Metazoa
Sco03g02740.1	33208|Metazoa
Sco17g00040.1	33208|Metazoa
Sco08g09260.1	33208|Metazoa
Sco12g12300.1	33208|Metazoa
Sco17g19450.1	33208|Metazoa
Sco04g01920.1	33208|Metazoa
Sco01g02510.1	33208|Metazoa
Sco19g12830.1	33208|Metazoa
Sco14g05790.1	33208|Metazoa
Sco14g05620.1	33208|Metazoa
Sco17g17240.1	33208|Metazoa
Sco14g06270.1	33208|Metazoa
Sco13g13830.1	33208|Metazoa
Sco16g07820.1	33208|Metazoa
Sco17g06340.1	33208|Metazoa
Sco13g05080.1	33208|Metazoa
Sco11g11990.1	33208|Metazoa
Sco01g08600.1	33208|Metazoa
Sco19g12070.1	33208|Metazoa
Sco01g00860.1	33208|Metazoa
Sco08g07090.1	33208|Metazoa
Sco07g05420.1	33208|Metazoa
Sco13g07030.1	33208|Metazoa
Sco09g05520.1	33208|Metazoa
Sco06g00510.1	33208|Metazoa
Sco16g10880.1	33208|Metazoa
Sco11g04320.1	33208|Metazoa
Sco02g04010.1	33208|Metazoa
Sco14g15580.1	33208|Metazoa
Sco19g13460.1	33208|Metazoa
Sco16g02660.1	33208|Metazoa
Sco05g03100.1	33208|Metazoa
Sco14g02410.1	33208|Metazoa
Sco01g02460.1	33208|Metazoa
Sco14g12680.1	33208|Metazoa
Sco05g02440.1	33208|Metazoa
Sco17g04010.1	33208|Metazoa
Sco13g08790.1	33208|Metazoa
Sco14g10260.1	33208|Metazoa
Sco14g03080.1	33208|Metazoa
Sco14g17410.1	33208|Metazoa
Sco09g02960.1	33208|Metazoa
Sco07g01660.1	33208|Metazoa
Sco13g14790.1	33208|Metazoa
Sco15g03070.1	2759|Eukaryota
Sco13g02960.1	33208|Metazoa
Sco14g00760.1	33208|Metazoa
Sco01g06670.1	2759|Eukaryota
Sco17g03070.1	33208|Metazoa
Sco16g08450.1	33208|Metazoa
Sco18g09320.1	33208|Metazoa
Sco05g03190.1	33208|Metazoa
Sco14g15040.1	2759|Eukaryota
Sco02g09290.1	33208|Metazoa
Sco17g08960.1	33208|Metazoa
Sco12g03690.1	33208|Metazoa
Sco03g03430.1	33208|Metazoa
Sco14g10300.1	33208|Metazoa
Sco12g07980.1	33208|Metazoa
Sco17g04300.1	33208|Metazoa
Sco19g14120.1	33208|Metazoa
Sco16g01780.1	33208|Metazoa
Sco05g10130.1	33208|Metazoa
Sco15g13330.1	33208|Metazoa
Sco04g03810.1	33208|Metazoa
Sco13g01100.1	33208|Metazoa
Sco06g03750.1	33208|Metazoa
Sco04g08100.1	2759|Eukaryota
Sco17g13870.1	33154|Opisthokonta
Sco04g05330.1	33208|Metazoa
Sco06g08140.1	33208|Metazoa
Sco11g00780.1	33208|Metazoa
Sco13g08860.1	33208|Metazoa
Sco07g07770.1	33208|Metazoa
Sco14g10870.1	33208|Metazoa
Sco12g09500.1	33208|Metazoa
Sco06g02540.1	33208|Metazoa
Sco09g02370.1	33208|Metazoa
Sco10g01920.1	33208|Metazoa
Sco12g15170.1	33208|Metazoa
Sco07g04800.1	33208|Metazoa
Sco01g03330.1	33208|Metazoa
Sco04g02400.1	33208|Metazoa
Sco12g04150.1	33208|Metazoa
Sco08g02980.1	33208|Metazoa
Sco12g12120.1	33208|Metazoa
Sco15g02390.1	33208|Metazoa
Sco11g04020.1	33208|Metazoa
Sco17g03950.1	33208|Metazoa
Sco19g04230.1	33154|Opisthokonta
Sco19g13020.1	33208|Metazoa
Sco16g10180.1	2759|Eukaryota
Sco05g05940.1	33208|Metazoa
Sco02g01130.1	33208|Metazoa
Sco05g10150.1	33208|Metazoa
Sco13g07980.1	33208|Metazoa
Sco07g08430.1	33208|Metazoa
Sco03g09420.1	33208|Metazoa
Sco01g01510.1	33208|Metazoa
Sco17g18360.1	33208|Metazoa
Sco03g06770.1	33208|Metazoa
Sco17g09830.1	33208|Metazoa
Sco13g13340.1	33208|Metazoa
Sco17g16100.1	33208|Metazoa
Sco11g04880.1	33208|Metazoa
Sco14g07110.1	33208|Metazoa
Sco01g01240.1	33208|Metazoa
Sco17g01100.1	33208|Metazoa
Sco15g11670.1	33208|Metazoa
Sco17g06090.1	33208|Metazoa
Sco19g11570.1	33208|Metazoa
Sco03g04420.1	33208|Metazoa
Sco17g16430.1	33154|Opisthokonta
Sco15g10220.1	33208|Metazoa
Sco17g03330.1	33208|Metazoa
Sco11g01220.1	33208|Metazoa
Sco06g07430.1	33208|Metazoa
Sco15g10690.1	33208|Metazoa
Sco17g17880.1	33208|Metazoa
Sco02g10160.1	33208|Metazoa
Sco18g07580.1	33208|Metazoa
Sco16g06730.1	33208|Metazoa
Sco05g10030.1	33208|Metazoa
Sco17g10480.1	33208|Metazoa
Sco15g03540.1	33208|Metazoa
Sco04g09450.1	33208|Metazoa
Sco13g11640.1	33208|Metazoa
Sco05g00090.1	33208|Metazoa
Sco17g06430.1	33208|Metazoa
Sco18g07980.1	33208|Metazoa
Sco19g06580.1	33208|Metazoa
Sco04g01940.1	33208|Metazoa
Sco10g06110.1	33208|Metazoa
Sco15g09710.1	33208|Metazoa
Sco13g07470.1	33208|Metazoa
Sco13g07010.1	33208|Metazoa
Sco05g00570.1	33208|Metazoa
Sco19g07050.1	33208|Metazoa
Sco16g00600.1	33208|Metazoa
Sco17g02370.1	33208|Metazoa
Sco12g03010.1	33208|Metazoa
Sco07g04070.1	33208|Metazoa
Sco17g17700.1	4751|Fungi
Sco01g10300.1	33208|Metazoa
Sco16g08120.1	33208|Metazoa
Sco16g12740.1	33208|Metazoa
Sco01g09650.1	33208|Metazoa
Sco12g13510.1	33208|Metazoa
Sco09g03930.1	33208|Metazoa
Sco12g03700.1	33208|Metazoa
Sco10g03290.1	33154|Opisthokonta
Sco03g08930.1	33208|Metazoa
Sco02g07200.1	33208|Metazoa
Sco14g04130.1	33208|Metazoa
Sco16g07810.1	33208|Metazoa
Sco13g08880.1	33208|Metazoa
Sco15g05620.1	33208|Metazoa
Sco14g12750.1	33208|Metazoa
Sco12g15250.1	33208|Metazoa
Sco16g12790.1	33208|Metazoa
Sco06g08210.1	33208|Metazoa
Sco01g03230.1	2759|Eukaryota
Sco01g06320.1	33208|Metazoa
Sco14g16730.1	33208|Metazoa
Sco05g04750.1	33208|Metazoa
Sco03g05770.1	33208|Metazoa
Sco05g03960.1	33208|Metazoa
Sco14g09940.1	33208|Metazoa
Sco06g07530.1	33208|Metazoa
Sco18g02540.1	33208|Metazoa
Sco11g01510.1	33208|Metazoa
Sco18g04640.1	33208|Metazoa
Sco06g10430.1	33208|Metazoa
Sco16g11970.1	33208|Metazoa
Sco15g05090.1	33208|Metazoa
Sco14g09330.1	33208|Metazoa
Sco15g03210.1	33208|Metazoa
Sco17g14310.1	2759|Eukaryota
Sco07g03460.1	33208|Metazoa
Sco07g06090.1	33208|Metazoa
Sco12g01790.1	33208|Metazoa
Sco03g00950.1	2759|Eukaryota
Sco16g07860.1	33208|Metazoa
